titleSlug,QID
pass-the-pillow,2582
kth-largest-sum-in-a-binary-tree,2583
split-the-array-to-make-coprime-products,2584
number-of-ways-to-earn-points,2585
count-the-number-of-vowel-strings-in-range,2586
rearrange-array-to-maximize-prefix-score,2587
count-the-number-of-beautiful-subarrays,2588
minimum-time-to-complete-all-tasks,2589
design-a-todo-list,2590
distribute-money-to-maximum-children,2591
maximize-greatness-of-an-array,2592
find-score-of-an-array-after-marking-all-elements,2593
minimum-time-to-repair-cars,2594
number-of-even-and-odd-bits,2595
check-knight-tour-configuration,2596
the-number-of-beautiful-subsets,2597
smallest-missing-non-negative-integer-after-operations,2598
make-the-prefix-sum-non-negative,2599
k-items-with-the-maximum-sum,2600
prime-subtraction-operation,2601
minimum-operations-to-make-all-array-elements-equal,2602
collect-coins-in-a-tree,2603
minimum-time-to-eat-all-grains,2604
form-smallest-number-from-two-digit-arrays,2605
find-the-substring-with-maximum-cost,2606
make-k-subarray-sums-equal,2607
shortest-cycle-in-a-graph,2608
find-the-longest-balanced-substring-of-a-binary-string,2609
convert-an-array-into-a-2d-array-with-conditions,2610
mice-and-cheese,2611
minimum-reverse-operations,2612
beautiful-pairs,2613
prime-in-diagonal,2614
sum-of-distances,2615
minimize-the-maximum-difference-of-pairs,2616
minimum-number-of-visited-cells-in-a-grid,2617
check-if-object-instance-of-class,2618
array-prototype-last,2619
counter,2620
sleep,2621
cache-with-time-limit,2622
memoize,2623
snail-traversal,2624
flatten-deeply-nested-array,2625
array-reduce-transformation,2626
debounce,2627
json-deep-equal,2628
function-composition,2629
memoize-ii,2630
group-by,2631
curry,2632
convert-object-to-json-string,2633
filter-elements-from-array,2634
apply-transform-over-each-element-in-array,2635
promise-pool,2636
promise-time-limit,2637
count-the-number-of-k-free-subsets,2638
find-the-width-of-columns-of-a-grid,2639
find-the-score-of-all-prefixes-of-an-array,2640
cousins-in-binary-tree-ii,2641
design-graph-with-shortest-path-calculator,2642
row-with-maximum-ones,2643
find-the-maximum-divisibility-score,2644
minimum-additions-to-make-valid-string,2645
minimize-the-total-price-of-the-trips,2646
color-the-triangle-red,2647
generate-fibonacci-sequence,2648
nested-array-generator,2649
design-cancellable-function,2650
calculate-delayed-arrival-time,2651
sum-multiples,2652
sliding-subarray-beauty,2653
minimum-number-of-operations-to-make-all-array-elements-equal-to-1,2654
find-maximal-uncovered-ranges,2655
maximum-sum-with-exactly-k-elements,2656
find-the-prefix-common-array-of-two-arrays,2657
maximum-number-of-fish-in-a-grid,2658
make-array-empty,2659
determine-the-winner-of-a-bowling-game,2660
first-completely-painted-row-or-column,2661
minimum-cost-of-a-path-with-special-roads,2662
lexicographically-smallest-beautiful-string,2663
the-knights-tour,2664
counter-ii,2665
allow-one-function-call,2666
create-hello-world-function,2667
find-latest-salaries,2668
count-artist-occurrences-on-spotify-ranking-list,2669
find-the-distinct-difference-array,2670
frequency-tracker,2671
number-of-adjacent-elements-with-the-same-color,2672
make-costs-of-paths-equal-in-a-binary-tree,2673
split-a-circular-linked-list,2674
array-of-objects-to-matrix,2675
throttle,2676
chunk-array,2677
number-of-senior-citizens,2678
sum-in-a-matrix,2679
maximum-or,2680
power-of-heroes,2681
find-the-losers-of-the-circular-game,2682
neighboring-bitwise-xor,2683
maximum-number-of-moves-in-a-grid,2684
count-the-number-of-complete-components,2685
immediate-food-delivery-iii,2686
bikes-last-time-used,2687
find-active-users,2688
extract-kth-character-from-the-rope-tree,2689
infinite-method-object,2690
immutability-helper,2691
make-object-immutable,2692
call-function-with-custom-context,2693
event-emitter,2694
array-wrapper,2695
minimum-string-length-after-removing-substrings,2696
lexicographically-smallest-palindrome,2697
find-the-punishment-number-of-an-integer,2698
modify-graph-edge-weights,2699
differences-between-two-objects,2700
consecutive-transactions-with-increasing-amounts,2701
minimum-operations-to-make-numbers-non-positive,2702
return-length-of-arguments-passed,2703
to-be-or-not-to-be,2704
compact-object,2705
buy-two-chocolates,2706
extra-characters-in-a-string,2707
maximum-strength-of-a-group,2708
greatest-common-divisor-traversal,2709
remove-trailing-zeros-from-a-string,2710
difference-of-number-of-distinct-values-on-diagonals,2711
minimum-cost-to-make-all-characters-equal,2712
maximum-strictly-increasing-cells-in-a-matrix,2713
find-shortest-path-with-k-hops,2714
timeout-cancellation,2715
minimize-string-length,2716
semi-ordered-permutation,2717
sum-of-matrix-after-queries,2718
count-of-integers,2719
popularity-percentage,2720
execute-asynchronous-functions-in-parallel,2721
join-two-arrays-by-id,2722
add-two-promises,2723
sort-by,2724
interval-cancellation,2725
calculator-with-method-chaining,2726
is-object-empty,2727
count-houses-in-a-circular-street,2728
check-if-the-number-is-fascinating,2729
find-the-longest-semi-repetitive-substring,2730
movement-of-robots,2731
find-a-good-subset-of-the-matrix,2732
neither-minimum-nor-maximum,2733
lexicographically-smallest-string-after-substring-operation,2734
collecting-chocolates,2735
maximum-sum-queries,2736
find-the-closest-marked-node,2737
count-occurrences-in-text,2738
total-distance-traveled,2739
find-the-value-of-the-partition,2740
special-permutations,2741
painting-the-walls,2742
count-substrings-without-repeating-character,2743
find-maximum-number-of-string-pairs,2744
construct-the-longest-new-string,2745
decremental-string-concatenation,2746
count-zero-request-servers,2747
number-of-beautiful-pairs,2748
minimum-operations-to-make-the-integer-zero,2749
ways-to-split-array-into-good-subarrays,2750
robot-collisions,2751
customers-with-maximum-number-of-transactions-on-consecutive-days,2752
count-houses-in-a-circular-street-ii,2753
bind-function-to-context,2754
deep-merge-of-two-objects,2755
query-batching,2756
generate-circular-array-values,2757
next-day,2758
convert-json-string-to-object,2759
longest-even-odd-subarray-with-threshold,2760
prime-pairs-with-target-sum,2761
continuous-subarrays,2762
sum-of-imbalance-numbers-of-all-subarrays,2763
is-array-a-preorder-of-some-binary-tree,2764
longest-alternating-subarray,2765
relocate-marbles,2766
partition-string-into-minimum-beautiful-substrings,2767
number-of-black-blocks,2768
find-the-maximum-achievable-number,2769
maximum-number-of-jumps-to-reach-the-last-index,2770
longest-non-decreasing-subarray-from-two-arrays,2771
apply-operations-to-make-all-array-elements-equal-to-zero,2772
height-of-special-binary-tree,2773
array-upper-bound,2774
undefined-to-null,2775
convert-callback-based-function-to-promise-based-function,2776
date-range-generator,2777
sum-of-squares-of-special-elements,2778
maximum-beauty-of-an-array-after-applying-operation,2779
minimum-index-of-a-valid-split,2780
length-of-the-longest-valid-substring,2781
number-of-unique-categories,2782
flight-occupancy-and-waitlist-analysis,2783
check-if-array-is-good,2784
sort-vowels-in-a-string,2785
visit-array-positions-to-maximize-score,2786
ways-to-express-an-integer-as-sum-of-powers,2787
split-strings-by-separator,2788
largest-element-in-an-array-after-merge-operations,2789
maximum-number-of-groups-with-increasing-length,2790
count-paths-that-can-form-a-palindrome-in-a-tree,2791
count-nodes-that-are-great-enough,2792
status-of-flight-tickets,2793
create-object-from-two-arrays,2794
parallel-execution-of-promises-for-individual-results-retrieval,2795
repeat-string,2796
partial-function-with-placeholders,2797
number-of-employees-who-met-the-target,2798
count-complete-subarrays-in-an-array,2799
shortest-string-that-contains-three-strings,2800
count-stepping-numbers-in-range,2801
find-the-k-th-lucky-number,2802
factorial-generator,2803
array-prototype-foreach,2804
custom-interval,2805
account-balance-after-rounded-purchase,2806
insert-greatest-common-divisors-in-linked-list,2807
minimum-seconds-to-equalize-a-circular-array,2808
minimum-time-to-make-array-sum-at-most-x,2809
faulty-keyboard,2810
check-if-it-is-possible-to-split-array,2811
find-the-safest-path-in-a-grid,2812
maximum-elegance-of-a-k-length-subsequence,2813
minimum-time-takes-to-reach-destination-without-drowning,2814
max-pair-sum-in-an-array,2815
double-a-number-represented-as-a-linked-list,2816
minimum-absolute-difference-between-elements-with-constraint,2817
apply-operations-to-maximize-score,2818
minimum-relative-loss-after-buying-chocolates,2819
election-results,2820
delay-the-resolution-of-each-promise,2821
inversion-of-object,2822
deep-object-filter,2823
count-pairs-whose-sum-is-less-than-target,2824
make-string-a-subsequence-using-cyclic-increments,2825
sorting-three-groups,2826
number-of-beautiful-integers-in-the-range,2827
check-if-a-string-is-an-acronym-of-words,2828
determine-the-minimum-sum-of-a-k-avoiding-array,2829
maximize-the-profit-as-the-salesman,2830
find-the-longest-equal-subarray,2831
maximal-range-that-each-element-is-maximum-in-it,2832
furthest-point-from-origin,2833
find-the-minimum-possible-sum-of-a-beautiful-array,2834
minimum-operations-to-form-subsequence-with-target-sum,2835
maximize-value-of-function-in-a-ball-passing-game,2836
total-traveled-distance,2837
maximum-coins-heroes-can-collect,2838
check-if-strings-can-be-made-equal-with-operations-i,2839
check-if-strings-can-be-made-equal-with-operations-ii,2840
maximum-sum-of-almost-unique-subarray,2841
count-k-subsequences-of-a-string-with-maximum-beauty,2842
count-symmetric-integers,2843
minimum-operations-to-make-a-special-number,2844
count-of-interesting-subarrays,2845
minimum-edge-weight-equilibrium-queries-in-a-tree,2846
smallest-number-with-given-digit-product,2847
points-that-intersect-with-cars,2848
determine-if-a-cell-is-reachable-at-a-given-time,2849
minimum-moves-to-spread-stones-over-grid,2850
string-transformation,2851
sum-of-remoteness-of-all-cells,2852
highest-salaries-difference,2853
rolling-average-steps,2854
minimum-right-shifts-to-sort-the-array,2855
minimum-array-length-after-pair-removals,2856
count-pairs-of-points-with-distance-k,2857
minimum-edge-reversals-so-every-node-is-reachable,2858
sum-of-values-at-indices-with-k-set-bits,2859
happy-students,2860
maximum-number-of-alloys,2861
maximum-element-sum-of-a-complete-subset-of-indices,2862
maximum-length-of-semi-decreasing-subarrays,2863
maximum-odd-binary-number,2864
beautiful-towers-i,2865
beautiful-towers-ii,2866
count-valid-paths-in-a-tree,2867
the-wording-game,2868
minimum-operations-to-collect-elements,2869
minimum-number-of-operations-to-make-array-empty,2870
split-array-into-maximum-number-of-subarrays,2871
maximum-number-of-k-divisible-components,2872
maximum-value-of-an-ordered-triplet-i,2873
maximum-value-of-an-ordered-triplet-ii,2874
minimum-size-subarray-in-infinite-array,2875
count-visited-nodes-in-a-directed-graph,2876
create-a-dataframe-from-list,2877
get-the-size-of-a-dataframe,2878
display-the-first-three-rows,2879
select-data,2880
create-a-new-column,2881
drop-duplicate-rows,2882
drop-missing-data,2883
modify-columns,2884
rename-columns,2885
change-data-type,2886
fill-missing-data,2887
reshape-data-concatenate,2888
reshape-data-pivot,2889
reshape-data-melt,2890
method-chaining,2891
minimizing-array-after-replacing-pairs-with-their-product,2892
calculate-orders-within-each-interval,2893
divisible-and-non-divisible-sums-difference,2894
minimum-processing-time,2895
apply-operations-to-make-two-strings-equal,2896
apply-operations-on-array-to-maximize-sum-of-squares,2897
maximum-linear-stock-score,2898
last-visited-integers,2899
longest-unequal-adjacent-groups-subsequence-i,2900
longest-unequal-adjacent-groups-subsequence-ii,2901
count-of-sub-multisets-with-bounded-sum,2902
find-indices-with-index-and-value-difference-i,2903
shortest-and-lexicographically-smallest-beautiful-string,2904
find-indices-with-index-and-value-difference-ii,2905
construct-product-matrix,2906
maximum-profitable-triplets-with-increasing-prices-i,2907
minimum-sum-of-mountain-triplets-i,2908
minimum-sum-of-mountain-triplets-ii,2909
minimum-number-of-groups-to-create-a-valid-assignment,2910
minimum-changes-to-make-k-semi-palindromes,2911
number-of-ways-to-reach-destination-in-the-grid,2912
subarrays-distinct-element-sum-of-squares-i,2913
minimum-number-of-changes-to-make-binary-string-beautiful,2914
length-of-the-longest-subsequence-that-sums-to-target,2915
subarrays-distinct-element-sum-of-squares-ii,2916
find-the-k-or-of-an-array,2917
minimum-equal-sum-of-two-arrays-after-replacing-zeros,2918
minimum-increment-operations-to-make-array-beautiful,2919
maximum-points-after-collecting-coins-from-all-nodes,2920
maximum-profitable-triplets-with-increasing-prices-ii,2921
market-analysis-iii,2922
find-champion-i,2923
find-champion-ii,2924
maximum-score-after-applying-operations-on-a-tree,2925
maximum-balanced-subsequence-sum,2926
distribute-candies-among-children-iii,2927
distribute-candies-among-children-i,2928
distribute-candies-among-children-ii,2929
number-of-strings-which-can-be-rearranged-to-contain-substring,2930
maximum-spending-after-buying-items,2931
maximum-strong-pair-xor-i,2932
high-access-employees,2933
minimum-operations-to-maximize-last-elements-in-arrays,2934
maximum-strong-pair-xor-ii,2935
number-of-equal-numbers-blocks,2936
make-three-strings-equal,2937
separate-black-and-white-balls,2938
maximum-xor-product,2939
find-building-where-alice-and-bob-can-meet,2940
maximum-gcd-sum-of-a-subarray,2941
find-words-containing-character,2942
maximize-area-of-square-hole-in-grid,2943
minimum-number-of-coins-for-fruits,2944
find-maximum-non-decreasing-array-length,2945
matrix-similarity-after-cyclic-shifts,2946
count-beautiful-substrings-i,2947
make-lexicographically-smallest-array-by-swapping-elements,2948
count-beautiful-substrings-ii,2949
number-of-divisible-substrings,2950
find-the-peaks,2951
minimum-number-of-coins-to-be-added,2952
count-complete-substrings,2953
count-the-number-of-infection-sequences,2954
number-of-same-end-substrings,2955
find-common-elements-between-two-arrays,2956
remove-adjacent-almost-equal-characters,2957
length-of-longest-subarray-with-at-most-k-frequency,2958
number-of-possible-sets-of-closing-branches,2959
count-tested-devices-after-test-operations,2960
double-modular-exponentiation,2961
count-subarrays-where-max-element-appears-at-least-k-times,2962
count-the-number-of-good-partitions,2963
number-of-divisible-triplet-sums,2964
find-missing-and-repeated-values,2965
divide-array-into-arrays-with-max-difference,2966
minimum-cost-to-make-array-equalindromic,2967
apply-operations-to-maximize-frequency-score,2968
minimum-number-of-coins-for-fruits-ii,2969
count-the-number-of-incremovable-subarrays-i,2970
find-polygon-with-the-largest-perimeter,2971
count-the-number-of-incremovable-subarrays-ii,2972
find-number-of-coins-to-place-in-tree-nodes,2973
minimum-number-game,2974
maximum-square-area-by-removing-fences-from-a-field,2975
minimum-cost-to-convert-string-i,2976
minimum-cost-to-convert-string-ii,2977
symmetric-coordinates,2978
most-expensive-item-that-can-not-be-bought,2979
check-if-bitwise-or-has-trailing-zeros,2980
find-longest-special-substring-that-occurs-thrice-i,2981
find-longest-special-substring-that-occurs-thrice-ii,2982
palindrome-rearrangement-queries,2983
find-peak-calling-hours-for-each-city,2984
calculate-compressed-mean,2985
find-third-transaction,2986
find-expensive-cities,2987
manager-of-the-largest-department,2988
class-performance,2989
loan-types,2990
top-three-wineries,2991
number-of-self-divisible-permutations,2992
friday-purchases-i,2993
friday-purchases-ii,2994
viewers-turned-streamers,2995
smallest-missing-integer-greater-than-sequential-prefix-sum,2996
minimum-number-of-operations-to-make-array-xor-equal-to-k,2997
minimum-number-of-operations-to-make-x-and-y-equal,2998
count-the-number-of-powerful-integers,2999
maximum-area-of-longest-diagonal-rectangle,3000
minimum-moves-to-capture-the-queen,3001
maximum-size-of-a-set-after-removals,3002
maximize-the-number-of-partitions-after-operations,3003
maximum-subtree-of-the-same-color,3004
count-elements-with-maximum-frequency,3005
find-beautiful-indices-in-the-given-array-i,3006
maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,3007
find-beautiful-indices-in-the-given-array-ii,3008
maximum-number-of-intersections-on-the-chart,3009
divide-an-array-into-subarrays-with-minimum-cost-i,3010
find-if-array-can-be-sorted,3011
minimize-length-of-array-using-operations,3012
divide-an-array-into-subarrays-with-minimum-cost-ii,3013
minimum-number-of-pushes-to-type-word-i,3014
count-the-number-of-houses-at-a-certain-distance-i,3015
minimum-number-of-pushes-to-type-word-ii,3016
count-the-number-of-houses-at-a-certain-distance-ii,3017
maximum-number-of-removal-queries-that-can-be-processed-i,3018
number-of-changing-keys,3019
find-the-maximum-number-of-elements-in-subset,3020
alice-and-bob-playing-flower-game,3021
minimize-or-of-remaining-elements-using-operations,3022
find-pattern-in-infinite-stream-i,3023
type-of-triangle,3024
find-the-number-of-ways-to-place-people-i,3025
maximum-good-subarray-sum,3026
find-the-number-of-ways-to-place-people-ii,3027
ant-on-the-boundary,3028
minimum-time-to-revert-word-to-initial-state-i,3029
find-the-grid-of-region-average,3030
minimum-time-to-revert-word-to-initial-state-ii,3031
count-numbers-with-unique-digits-ii,3032
modify-the-matrix,3033
number-of-subarrays-that-match-a-pattern-i,3034
maximum-palindromes-after-operations,3035
number-of-subarrays-that-match-a-pattern-ii,3036
find-pattern-in-infinite-stream-ii,3037
maximum-number-of-operations-with-the-same-score-i,3038
apply-operations-to-make-string-empty,3039
maximum-number-of-operations-with-the-same-score-ii,3040
maximize-consecutive-elements-in-an-array-after-modification,3041
count-prefix-and-suffix-pairs-i,3042
find-the-length-of-the-longest-common-prefix,3043
most-frequent-prime,3044
count-prefix-and-suffix-pairs-ii,3045
split-the-array,3046
find-the-largest-area-of-square-inside-two-rectangles,3047
earliest-second-to-mark-indices-i,3048
earliest-second-to-mark-indices-ii,3049
pizza-toppings-cost-analysis,3050
find-candidates-for-data-scientist-position,3051
maximize-items,3052
classifying-triangles-by-lengths,3053
binary-tree-nodes,3054
top-percentile-fraud,3055
snaps-analysis,3056
employees-project-allocation,3057
friends-with-no-mutual-friends,3058
find-all-unique-email-domains,3059
user-activities-within-time-bounds,3060
calculate-trapping-rain-water,3061
winner-of-the-linked-list-game,3062
linked-list-frequency,3063
guess-the-number-using-bitwise-questions-i,3064
minimum-operations-to-exceed-threshold-value-i,3065
minimum-operations-to-exceed-threshold-value-ii,3066
count-pairs-of-connectable-servers-in-a-weighted-tree-network,3067
find-the-maximum-sum-of-node-values,3068
distribute-elements-into-two-arrays-i,3069
count-submatrices-with-top-left-element-and-sum-less-than-k,3070
minimum-operations-to-write-the-letter-y-on-a-grid,3071
distribute-elements-into-two-arrays-ii,3072
maximum-increasing-triplet-value,3073
apple-redistribution-into-boxes,3074
maximize-happiness-of-selected-children,3075
shortest-uncommon-substring-in-an-array,3076
maximum-strength-of-k-disjoint-subarrays,3077
match-alphanumerical-pattern-in-matrix-i,3078
find-the-sum-of-encrypted-integers,3079
mark-elements-on-array-by-performing-queries,3080
replace-question-marks-in-string-to-minimize-its-value,3081
find-the-sum-of-the-power-of-all-subsequences,3082
existence-of-a-substring-in-a-string-and-its-reverse,3083
count-substrings-starting-and-ending-with-given-character,3084
minimum-deletions-to-make-string-k-special,3085
minimum-moves-to-pick-k-ones,3086
find-trending-hashtags,3087
make-string-anti-palindrome,3088
find-bursty-behavior,3089
maximum-length-substring-with-two-occurrences,3090
apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k,3091
most-frequent-ids,3092
longest-common-suffix-queries,3093
guess-the-number-using-bitwise-questions-ii,3094
shortest-subarray-with-or-at-least-k-i,3095
minimum-levels-to-gain-more-points,3096
shortest-subarray-with-or-at-least-k-ii,3097
find-the-sum-of-subsequence-powers,3098
harshad-number,3099
water-bottles-ii,3100
count-alternating-subarrays,3101
minimize-manhattan-distances,3102
find-trending-hashtags-ii,3103
find-longest-self-contained-substring,3104
longest-strictly-increasing-or-strictly-decreasing-subarray,3105
lexicographically-smallest-string-after-operations-with-constraint,3106
minimum-operations-to-make-median-of-array-equal-to-k,3107
minimum-cost-walk-in-weighted-graph,3108
find-the-index-of-permutation,3109
score-of-a-string,3110
minimum-rectangles-to-cover-points,3111
minimum-time-to-visit-disappearing-nodes,3112
find-the-number-of-subarrays-where-boundary-elements-are-maximum,3113
latest-time-you-can-obtain-after-replacing-characters,3114
maximum-prime-difference,3115
kth-smallest-amount-with-single-denomination-combination,3116
minimum-sum-of-values-by-dividing-array,3117
friday-purchase-iii,3118
maximum-number-of-potholes-that-can-be-fixed,3119
count-the-number-of-special-characters-i,3120
count-the-number-of-special-characters-ii,3121
minimum-number-of-operations-to-satisfy-conditions,3122
find-edges-in-shortest-paths,3123
find-longest-calls,3124
maximum-number-that-makes-result-of-bitwise-and-zero,3125
server-utilization-time,3126
make-a-square-with-the-same-color,3127
right-triangles,3128
find-all-possible-stable-binary-arrays-i,3129
find-all-possible-stable-binary-arrays-ii,3130
find-the-integer-added-to-array-i,3131
find-the-integer-added-to-array-ii,3132
minimum-array-end,3133
find-the-median-of-the-uniqueness-array,3134
equalize-strings-by-adding-or-removing-characters-at-ends,3135
valid-word,3136
minimum-number-of-operations-to-make-word-k-periodic,3137
minimum-length-of-anagram-concatenation,3138
minimum-cost-to-equalize-array,3139
consecutive-available-seats-ii,3140
maximum-hamming-distances,3141
check-if-grid-satisfies-conditions,3142
maximum-points-inside-the-square,3143
minimum-substring-partition-of-equal-character-frequency,3144
find-products-of-elements-of-big-array,3145
permutation-difference-between-two-strings,3146
taking-maximum-energy-from-the-mystic-dungeon,3147
maximum-difference-score-in-a-grid,3148
find-the-minimum-cost-array-permutation,3149
invalid-tweets-ii,3150
special-array-i,3151
special-array-ii,3152
sum-of-digit-differences-of-all-pairs,3153
find-number-of-ways-to-reach-the-k-th-stair,3154
maximum-number-of-upgradable-servers,3155
employee-task-duration-and-concurrent-tasks,3156
find-the-level-of-tree-with-minimum-sum,3157
find-the-xor-of-numbers-which-appear-twice,3158
find-occurrences-of-an-element-in-an-array,3159
find-the-number-of-distinct-colors-among-the-balls,3160
block-placement-queries,3161
find-the-number-of-good-pairs-i,3162
string-compression-iii,3163
find-the-number-of-good-pairs-ii,3164
maximum-sum-of-subsequence-with-non-adjacent-elements,3165
calculate-parking-fees-and-duration,3166
better-compression-of-string,3167
minimum-number-of-chairs-in-a-waiting-room,3168
count-days-without-meetings,3169
lexicographically-minimum-string-after-removing-stars,3170
find-subarray-with-bitwise-or-closest-to-k,3171
second-day-verification,3172
bitwise-or-of-adjacent-elements,3173
clear-digits,3174
find-the-first-player-to-win-k-games-in-a-row,3175
find-the-maximum-length-of-a-good-subsequence-i,3176
find-the-maximum-length-of-a-good-subsequence-ii,3177
find-the-child-who-has-the-ball-after-k-seconds,3178
find-the-n-th-value-after-k-seconds,3179
maximum-total-reward-using-operations-i,3180
maximum-total-reward-using-operations-ii,3181
find-top-scoring-students,3182
the-number-of-ways-to-make-the-sum,3183
count-pairs-that-form-a-complete-day-i,3184
count-pairs-that-form-a-complete-day-ii,3185
maximum-total-damage-with-spell-casting,3186
peaks-in-array,3187
find-top-scoring-students-ii,3188
minimum-moves-to-get-a-peaceful-board,3189
find-minimum-operations-to-make-all-elements-divisible-by-three,3190
minimum-operations-to-make-binary-array-elements-equal-to-one-i,3191
minimum-operations-to-make-binary-array-elements-equal-to-one-ii,3192
count-the-number-of-inversions,3193
minimum-average-of-smallest-and-largest-elements,3194
find-the-minimum-area-to-cover-all-ones-i,3195
maximize-total-cost-of-alternating-subarrays,3196
find-the-minimum-area-to-cover-all-ones-ii,3197
find-cities-in-each-state,3198
count-triplets-with-even-xor-set-bits-i,3199
maximum-height-of-a-triangle,3200
find-the-maximum-length-of-valid-subsequence-i,3201
find-the-maximum-length-of-valid-subsequence-ii,3202
find-minimum-diameter-after-merging-two-trees,3203
bitwise-user-permissions-analysis,3204
maximum-array-hopping-score-i,3205
alternating-groups-i,3206
maximum-points-after-enemy-battles,3207
alternating-groups-ii,3208
number-of-subarrays-with-and-value-of-k,3209
find-the-encrypted-string,3210
generate-binary-strings-without-adjacent-zeros,3211
count-submatrices-with-equal-frequency-of-x-and-y,3212
construct-string-with-minimum-cost,3213
year-on-year-growth-rate,3214
count-triplets-with-even-xor-set-bits-ii,3215
lexicographically-smallest-string-after-a-swap,3216
delete-nodes-from-linked-list-present-in-array,3217
minimum-cost-for-cutting-cake-i,3218
minimum-cost-for-cutting-cake-ii,3219
odd-and-even-transactions,3220
maximum-array-hopping-score-ii,3221
find-the-winning-player-in-coin-game,3222
minimum-length-of-string-after-operations,3223
minimum-array-changes-to-make-differences-equal,3224
maximum-score-from-grid-operations,3225
number-of-bit-changes-to-make-two-integers-equal,3226
vowels-game-in-a-string,3227
maximum-number-of-operations-to-move-ones-to-the-end,3228
minimum-operations-to-make-array-equal-to-target,3229
customer-purchasing-behavior-analysis,3230
minimum-number-of-increasing-subsequence-to-be-removed,3231
find-if-digit-game-can-be-won,3232
find-the-count-of-numbers-which-are-not-special,3233
count-the-number-of-substrings-with-dominant-ones,3234
check-if-the-rectangle-corner-is-reachable,3235
ceo-subordinate-hierarchy,3236
alt-and-tab-simulation,3237
find-the-number-of-winning-players,3238
minimum-number-of-flips-to-make-binary-grid-palindromic-i,3239
minimum-number-of-flips-to-make-binary-grid-palindromic-ii,3240
time-taken-to-mark-all-nodes,3241
design-neighbor-sum-service,3242
shortest-distance-after-road-addition-queries-i,3243
shortest-distance-after-road-addition-queries-ii,3244
alternating-groups-iii,3245
premier-league-table-ranking,3246
number-of-subsequences-with-odd-sum,3247
snake-in-matrix,3248
count-the-number-of-good-nodes,3249
find-the-count-of-monotonic-pairs-i,3250
find-the-count-of-monotonic-pairs-ii,3251
premier-league-table-ranking-ii,3252
construct-string-with-minimum-cost-easy,3253
find-the-power-of-k-size-subarrays-i,3254
find-the-power-of-k-size-subarrays-ii,3255
maximum-value-sum-by-placing-three-rooks-i,3256
maximum-value-sum-by-placing-three-rooks-ii,3257
count-substrings-that-satisfy-k-constraint-i,3258
maximum-energy-boost-from-two-drinks,3259
find-the-largest-palindrome-divisible-by-k,3260
count-substrings-that-satisfy-k-constraint-ii,3261
find-overlapping-shifts,3262
convert-doubly-linked-list-to-array-i,3263
final-array-state-after-k-multiplication-operations-i,3264
count-almost-equal-pairs-i,3265
final-array-state-after-k-multiplication-operations-ii,3266
count-almost-equal-pairs-ii,3267
find-overlapping-shifts-ii,3268
constructing-two-increasing-arrays,3269
find-the-key-of-the-numbers,3270
hash-divided-string,3271
find-the-count-of-good-integers,3272
minimum-amount-of-damage-dealt-to-bob,3273
check-if-two-chessboard-squares-have-the-same-color,3274
k-th-nearest-obstacle-queries,3275
select-cells-in-grid-with-maximum-score,3276
maximum-xor-score-subarray-queries,3277
find-candidates-for-data-scientist-position-ii,3278
maximum-total-area-occupied-by-pistons,3279
convert-date-to-binary,3280
maximize-score-of-numbers-in-ranges,3281
reach-end-of-array-with-max-score,3282
maximum-number-of-moves-to-kill-all-pawns,3283
sum-of-consecutive-subarrays,3284
find-indices-of-stable-mountains,3285
find-a-safe-walk-through-a-grid,3286
find-the-maximum-sequence-value-of-array,3287
length-of-the-longest-increasing-path,3288
the-two-sneaky-numbers-of-digitville,3289
maximum-multiplication-score,3290
minimum-number-of-valid-strings-to-form-target-i,3291
minimum-number-of-valid-strings-to-form-target-ii,3292
calculate-product-final-price,3293
convert-doubly-linked-list-to-array-ii,3294
report-spam-message,3295
minimum-number-of-seconds-to-make-mountain-height-zero,3296
count-substrings-that-can-be-rearranged-to-contain-a-string-i,3297
count-substrings-that-can-be-rearranged-to-contain-a-string-ii,3298
sum-of-consecutive-subsequences,3299
minimum-element-after-replacement-with-digit-sum,3300
maximize-the-total-height-of-unique-towers,3301
find-the-lexicographically-smallest-valid-sequence,3302
find-the-occurrence-of-first-almost-equal-substring,3303
find-the-k-th-character-in-string-game-i,3304
count-of-substrings-containing-every-vowel-and-k-consonants-i,3305
count-of-substrings-containing-every-vowel-and-k-consonants-ii,3306
find-the-k-th-character-in-string-game-ii,3307
find-top-performing-driver,3308
maximum-possible-number-by-binary-concatenation,3309
remove-methods-from-project,3310
construct-2d-grid-matching-graph-layout,3311
sorted-gcd-pair-queries,3312
find-the-last-marked-nodes-in-tree,3313
construct-the-minimum-bitwise-array-i,3314
construct-the-minimum-bitwise-array-ii,3315
find-maximum-removals-from-source-string,3316
find-the-number-of-possible-ways-for-an-event,3317
find-x-sum-of-all-k-long-subarrays-i,3318
k-th-largest-perfect-subtree-size-in-binary-tree,3319
count-the-number-of-winning-sequences,3320
find-x-sum-of-all-k-long-subarrays-ii,3321
premier-league-table-ranking-iii,3322
minimize-connected-groups-by-inserting-interval,3323
find-the-sequence-of-strings-appeared-on-the-screen,3324
count-substrings-with-k-frequency-characters-i,3325
minimum-division-operations-to-make-array-non-decreasing,3326
check-if-dfs-strings-are-palindromes,3327
find-cities-in-each-state-ii,3328
count-substrings-with-k-frequency-characters-ii,3329
